accessionYear,artistGender,artistNationality,culture,department,isHighlight,isTimelineWork,objectEndDate,objectID,objectName
1979,"",American,"",The American Wing,false,false,1907,14,Coin
1937,"","","",The American Wing,false,false,1700,78,Andiron
1989,"",American,American,The American Wing,false,false,1814,108,Andiron
1968,"",French,American,The American Wing,false,false,1860,227,Armchair
1968,"","","",The American Wing,false,false,1830,292,Furniture hardware
1946,"","","",The American Wing,false,false,1890,366,Basket
1933,"",American,American,The American Wing,false,true,1711,416,Beaker
1901,"",American,American,The American Wing,false,false,1790,423,Beaker
1946,"",American,American,The American Wing,false,false,1900,2830,Cup
1946,"","",American,The American Wing,false,false,1870,540,Bitters bottle
1937,"","",American,The American Wing,false,false,1800,652,Bottle fragment
1937,"","",American,The American Wing,false,false,1800,653,Bottle fragment
1911,"","",Mexican,The American Wing,false,false,1830,672,Bowl
1946,"",American,American,The American Wing,false,false,1880,779,Bowl
1910,"","","Chinese, for American market",The American Wing,false,false,1790,856,Bowl
1910,"","","Chinese, for American market",The American Wing,false,false,1790,867,Bowl
1917,"","",Mexican,The American Wing,false,false,1845,895,Cup
1883,"","","",The American Wing,false,false,1883,903,Medallion
1883,"","","",The American Wing,false,false,1800,906,Box
1951,"","","",The American Wing,false,false,1900,3265,Dish
1910,"","","Chinese, for American market",The American Wing,false,false,1790,992,Bread plate
1934,"","",European,The American Wing,false,false,1787,1017,Bride box
1934,"","",American,The American Wing,false,false,1790,1054,Butter mold
1967,"",American,American,The American Wing,false,false,1900,1146,Candelabrum
1924,"","",British,The American Wing,false,false,1830,1235,Candlestick
1962,"",American,American,The American Wing,false,false,1860,1326,Candlestick
1930,"","","British, probably",The American Wing,false,false,1830,1373,Candlestick and shade
1942,"","",American,The American Wing,false,false,1820,3796,Footstool
1969,"",American,American,The American Wing,false,false,1825,1500,Celery vase
1910,"","",American,The American Wing,false,false,1790,1845,Side Chair
1965,"","",American,The American Wing,false,false,1820,1906,Side Chair
1950,"",American,American,The American Wing,false,false,1889,1919,Drawing
1910,"","","",The American Wing,false,false,1800,2066,Churn
1947,"","",American,The American Wing,false,false,1870,2105,Figure
1987,"",American,American,The American Wing,false,false,1845,2126,Urn
1934,"","",European,The American Wing,false,false,1799,4924,Mangle board
1946,"","","British, probably",The American Wing,false,false,1885,2617,Cream pot
1946,"","","",The American Wing,false,false,1900,2620,Cream pot
1950,"","","French, possibly",The American Wing,false,false,1780,2636,Cream pitcher
1933,"",American,American,The American Wing,false,false,1818,2724,Cream pot
1946,"",American,American,The American Wing,false,false,1886,2753,Cruet
1935,"","",Chinese,The American Wing,false,false,1790,2770,Cup
1982,"","","",The American Wing,false,false,1840,5435,Whale oil lamp
1932,"","",American,The American Wing,false,false,1830,5463,Whale oil lamp
1981,"","",American,The American Wing,false,false,1760,3438,Dressing Table
1941,"","","",The American Wing,false,false,1815,3591,Fender
1945,"",American,American,The American Wing,false,false,1824,3733,Flask
1986,"",American,American,The American Wing,false,false,1895,5914,Plaque
1911,"","",Mexican,The American Wing,false,false,1800,5953,Plate
1917,"",American,American,The American Wing,false,false,1825,5984,Plate
1934,"","",American,The American Wing,false,false,1808,6001,Plate
1933,"","","",The American Wing,false,false,1770,3811,Frame
1978,"",American,"American, Japanese",The American Wing,false,false,1922,3849,Fruit bowl
1985,"","",American,The American Wing,false,false,1878,3856,Solid Casting Pattern
"","","","",The American Wing,false,false,1895,3891,Gas lighting fixture
"","","","",The American Wing,false,false,1895,3895,Gas lighting fixture
1913,"",American,American,The American Wing,false,false,1774,4009,Fragment
1913,"","","",The American Wing,false,false,1870,4219,Furniture hardware
1946,"","",American,The American Wing,false,false,1740,4287,High chest of drawers
1949,"","",American,The American Wing,false,false,1730,4307,Hinge
1945,"","","",The American Wing,false,false,1860,2929,Cup plate
1963,"","",American,The American Wing,false,false,1875,2982,Curtain knob
1961,"","","",The American Wing,false,false,1895,3029,Curtain tieback
1959,"","",American,The American Wing,false,false,1830,3092,Decanter
1910,"","",American,The American Wing,false,false,1725,4547,Joint stool
1933,"",American,American,The American Wing,false,false,1775,4614,Buckle
1946,"","",American,The American Wing,false,false,1900,4686,Lamp
1989,"",American,American,The American Wing,false,true,1915,4716,Lamp
1910,"","",American,The American Wing,false,false,1900,4723,Chimney lamp
1937,"","",American or British,The American Wing,false,false,1800,4801,Lock and key
1980,"","",American,The American Wing,false,false,1860,7332,Scent bottle
1942,"","","",The American Wing,false,false,1815,7356,Sconce
1946,"","",British,The American Wing,false,false,1885,7426,Sherbet dish
1924,"","","",The American Wing,false,false,1800,7453,Shoe buckle
1988,"",American,American,The American Wing,false,false,1891,6129,Plate
1914,"","",British (American market),The American Wing,false,false,1883,6131,Plate
1914,"","",British (American market),The American Wing,false,false,1838,6149,Plate
1986,Female,American,American,The American Wing,false,false,1903,6155,Plate
1963,"",American,American,The American Wing,false,false,1896,6170,Plate
1910,"","","Chinese, for American market",The American Wing,false,false,1790,6285,Plate
"","","",French,The American Wing,false,false,1830,6360,Plate
1946,"",American,American,The American Wing,false,false,1887,7964,Sugar bowl
1883,"","","",The American Wing,false,false,1841,5018,Medal
1883,"",French,"",The American Wing,false,false,1786,5033,Medallion
1883,"",French,"",The American Wing,false,false,1777,5087,Medal
1883,"","","",The American Wing,false,false,1900,5141,Plaque
1968,"","","",The American Wing,false,false,1830,5246,Furniture hardware
1915,"","",American,The American Wing,false,false,1840,5290,Mug
1933,"",American,American,The American Wing,false,false,1736,5315,Mug
1946,"",American,American,The American Wing,false,false,1890,5316,Mug
1941,"",American,American,The American Wing,false,false,1799,5320,Mug
1971,"","",American,The American Wing,false,false,1870,5396,Music stand
1910,"","","",The American Wing,false,false,1900,5408,Niddy noddy
1952,"","",British,The American Wing,false,false,1770,8251,Taperstick
1959,"",Norwegian,British,The American Wing,false,false,1763,8262,Tea Caddy
1939,"","",American,The American Wing,false,false,1790,8278,Tea table
1976,"",American,American,The American Wing,true,false,1815,5630,Pier table
1947,"","",American,The American Wing,false,false,1870,5743,Pitcher
1984,"",American,American,The American Wing,false,false,1861,5825,Pitcher
1908,"",American,American,The American Wing,false,false,1863,5838,Pitcher
1970,"",American,American,The American Wing,false,false,1838,5853,Pitcher
1933,"",American,American,The American Wing,false,false,1810,5878,Cream pot
1982,"",British,British (American market),The American Wing,false,false,1890,5880,Pitcher
1977,"",American,American,The American Wing,false,false,1884,8534,Tile
1883,"","","",The American Wing,false,false,1876,8706,Token
1967,"","",American,The American Wing,false,false,1790,6905,Roundabout armchair
1913,"","",American or British,The American Wing,false,false,1825,6972,Saltcellar
1951,"",American,American,The American Wing,false,false,1840,7043,Salt
1946,"",American,American,The American Wing,false,false,1835,7073,Saltcellar
1911,"","",Mexican,The American Wing,false,false,1830,7109,Sand shaker
1910,"","","Chinese, for American market",The American Wing,false,false,1790,7208,Sauceboat
1935,"","",Chinese,The American Wing,false,false,1800,7229,Saucer
1960,"","","Chinese, for American market",The American Wing,false,false,1866,7259,Saucer
1894,"",American,American,The American Wing,false,false,1825,9740,Waste Bowl
1946,"",American,American,The American Wing,false,false,1888,9781,Water pitcher
1969,"",American,American,The American Wing,false,false,1846,9783,Pitcher
1942,"","",American,The American Wing,false,false,1840,6603,Pocket flask
1941,"",American,American,The American Wing,false,false,1809,6694,Porringer
1950,"",German,"",The American Wing,false,false,1812,6788,Miniature
1911,"","",American,The American Wing,false,false,1830,6810,Embroidery punch
1946,"","",American,The American Wing,false,false,1870,6833,Quart decanter
1952,"","",British,The American Wing,false,false,1775,9164,Bottle
1983,"",American,American,The American Wing,false,false,1875,9189,Pedestal
1930,"","",American,The American Wing,false,false,1875,9211,Vase
1937,"","",American,The American Wing,false,false,1900,9214,Vase
1991,"",American,American,The American Wing,false,true,1890,9353,Vase
1939,"","",American,The American Wing,false,false,1820,7578,Sofa
1959,"","American, born Scotland",American,The American Wing,false,false,1820,7594,Sofa
1960,"","","Chinese, for American market",The American Wing,false,false,1866,7627,Soup dish
1899,"",American,American,The American Wing,false,false,1879,10277,Drawing
1899,"",American,American,The American Wing,false,false,1876,10308,Drawing
1926,"",American,American,The American Wing,false,false,1851,10368,Drawing
1979,"",American,American,The American Wing,false,false,1893,10382,Sketchbook
1937,"",American,American,The American Wing,false,false,1840,10483,"Painting, miniature"
1978,"",American,American,The American Wing,false,false,1885,10505,Painting
1982,"","",British (American market),The American Wing,false,false,1839,7974,Sugar bowl
1947,"",American,American,The American Wing,false,false,1858,8049,Syrup jug
1924,"",American,American,The American Wing,false,false,1780,8125,Spoon
1942,"",American,American,The American Wing,false,false,1825,8166,Tall clock
1937,"",American,American,The American Wing,false,false,1814,10764,"Painting, miniature"
1913,"",American,American,The American Wing,false,false,1829,10783,Painting
1967,"",American,American,The American Wing,false,false,1883,10810,Painting
1925,"",American,American,The American Wing,false,false,1877,10829,Watercolor
1919,"",American,American,The American Wing,false,true,1919,10911,Sculpture
1914,"",American,American,The American Wing,false,true,1813,10929,"Painting, miniature"
1950,"",American,American,The American Wing,false,false,1950,10964,Watercolor
1951,"","",American,The American Wing,false,false,1850,8781,Tray
1978,"","","",The American Wing,false,false,1900,8973,Trivet
1981,"","",American,The American Wing,false,false,1827,9056,Tumbler
1946,"","",American,The American Wing,false,false,1870,9066,Tumbler
1946,"",American,American,The American Wing,false,false,1896,9139,Tumbler
1926,"",American,American,The American Wing,false,false,1850,11670,Drawing
1925,"",American,American,The American Wing,false,false,1838,11674,Painting
1976,Female,American,American,The American Wing,false,false,1920,11695,Drawing
1969,"",American,American,The American Wing,false,false,1876,8298,Teacup and saucer
1933,"",American,American,The American Wing,false,false,1830,8440,Spoon
1923,"",American,American,The American Wing,false,false,1800,8475,Spoon
1950,"",German,"",The American Wing,false,false,1800,8491,Miniature
1943,"","",British,The American Wing,false,false,1776,8497,Tile
1926,"",American,American,The American Wing,false,false,1826,11220,Drawing
1967,"",American,American,The American Wing,false,true,1889,11231,Painting
1988,"",American,American,The American Wing,false,false,1929,11285,Drawing
1912,"",American,American,The American Wing,false,false,1910,11470,Painting
1925,"",American,American,The American Wing,false,false,1840,11473,"Painting, miniature"
1969,"","",American,The American Wing,false,false,1830,9907,Wineglass
1926,"","",American,The American Wing,false,false,1840,9926,Wine glass
1946,"","",American,The American Wing,false,false,1870,9975,Wine glass
1980,"",American,American,The American Wing,false,false,1815,10007,Work table
1966,"","American, born Scotland",American,The American Wing,false,false,1820,10012,Work table
1896,"",American,American,The American Wing,false,false,1894,10105,Sculpture
1891,"",American,American,The American Wing,false,true,1888,10107,Sculpture
1927,"","","",The American Wing,false,false,1765,12997,Painting
1962,"",American,American,The American Wing,false,false,1732,13057,Painting
1896,"",American,American,The American Wing,false,false,1896,9401,Vase
1942,"","",French,The American Wing,false,false,1824,9510,Vase
1946,"","",American,The American Wing,false,false,1860,9521,Vase
1926,"",Dutch,Dutch,The American Wing,false,false,1775,9569,Vase
1930,"","",Chinese,The American Wing,false,false,1800,9584,Vase
1950,"",American,American,The American Wing,false,false,1910,12076,Drawing
1915,"",American,American,The American Wing,false,false,1913,12101,Watercolor
1950,"",American,American,The American Wing,false,false,1891,12192,Drawing
1950,"",American,American,The American Wing,false,false,1869,12203,Drawing
1958,"",American,American,The American Wing,false,false,1928,10633,Drawing
1968,"",American,American,The American Wing,false,false,1850,12550,Sculpture
1983,"",American,American,The American Wing,false,false,1905,12557,Drawing
1970,"",American,American,The American Wing,false,false,1878,12623,Watercolor
1984,Female,American,American,The American Wing,false,false,1849,12645,"Painting, miniature"
1979,"",American,American,The American Wing,false,false,1861,12650,Sculpture
1942,"",Russian,American,The American Wing,false,false,1816,12750,Drawing
1970,"",German,American,The American Wing,false,false,1849,12808,Watercolor
1914,Female,American,American,The American Wing,false,false,1913,11044,"Painting, miniature"
"","","American, born England","",Drawings and Prints,false,false,1904,11065,Drawing
1959,Female,American,American,The American Wing,false,false,1926,13531,Drawing
1965,"","",American,The American Wing,false,false,1900,13547,Drawing
1922,"","",American,The American Wing,false,false,1773,13560,Bed hanging
1938,Female,American,American,The American Wing,true,true,1806,13606,Coverlet
1907,"","",American,The American Wing,false,false,1770,13656,Curtain
1944,"","",British,The American Wing,false,false,1820,13702,Handkerchief
1936,"","",French or British,The American Wing,false,false,1815,13770,Piece
"","","",French,The American Wing,false,false,1900,13808,Printed piece
1939,"",American,American,The American Wing,false,true,1916,11870,Sculpture
1939,"",American,American,The American Wing,false,false,1938,11873,Sculpture
1950,"",American,American,The American Wing,false,false,1904,12057,Watercolor
1978,"",American,American,The American Wing,false,false,1912,14152,Tapestry
1983,"","",American or European,The American Wing,false,false,1900,14217,Pole end
1901,"",American,American,The American Wing,false,false,1877,13174,Painting
1940,"",American,American,The American Wing,false,false,1863,13287,Drawing
1970,"",American,American,The American Wing,false,false,1854,13299,Drawing
1970,"",American,American,The American Wing,false,false,1855,13302,Drawing
1915,"",American,American,The American Wing,false,false,1815,13320,"Painting, miniature"
1968,"",American,American,The American Wing,false,false,1840,13325,"Painting, miniature"
1948,"",Anglo-American,American,The American Wing,false,false,1752,13337,Painting
1964,"",American,American,The American Wing,false,false,1880,13360,Painting
1960,"",American,American,The American Wing,false,true,1786,13362,Drawing
1960,"",American,American,The American Wing,false,false,1783,13414,Drawing
1909,"","American, born Lithuania",American,The American Wing,false,false,1909,13488,Coin
1991,Female,American,British (American market),The American Wing,false,true,1885,13498,Plaque
2006,"",American,American,The American Wing,false,false,1803,15103,"Painting, miniature"
2006,"",American,American,The American Wing,false,false,1845,15186,"Painting, miniature"
2006,"",American,American,The American Wing,false,false,1830,15212,"Painting, miniature"
1932,"",American,American,The American Wing,false,false,1916,12856,Painting
1923,"","",American,The American Wing,false,false,1845,12877,Painting
1979,"","",American,The American Wing,false,false,1753,12913,Painting
1907,"",American,American,The American Wing,false,false,1859,14552,Medal
1909,"",American,American,The American Wing,false,false,1885,14665,Medal
1909,"","American, born Lithuania",American,The American Wing,false,false,1908,14677,Medal
1907,"","",American,The American Wing,false,false,1906,14745,Medal
1949,"","American, born Germany",American,The American Wing,false,false,1949,14788,Medal
1994,"","",American,The American Wing,false,false,1900,14837,Watercolor
1994,"","",American,The American Wing,false,false,1900,14853,Drawing
1987,"",American,American,The American Wing,false,false,1839,14880,Drawing
"","","",European or possibly American,The American Wing,false,false,1850,14953,Curtain
1950,"",American,American,The American Wing,false,false,1869,12418,Drawing
1950,"",American,American,The American Wing,false,false,1869,12422,Watercolor
1957,"","American, born England",American,The American Wing,false,false,1905,16267,Drawing
1953,"",American,American,The American Wing,false,false,1820,16364,Drawing
1928,"",American,American,The American Wing,false,false,1900,14024,Sample
1910,Female,American,American,The American Wing,false,false,1806,14041,Sampler
1996,"",American,American,The American Wing,false,true,1860,15661,Pitcher
"","","",American,The American Wing,false,false,1880,15712,Frame
1995,"",American,American,The American Wing,false,false,1890,15745,Drawing
1995,"",American,American,The American Wing,false,false,1890,15750,Drawing
1995,"",American,American,The American Wing,false,false,1890,15792,Drawing
1995,"",American,American,The American Wing,false,false,1890,15801,Drawing
1995,"",American,American,The American Wing,false,false,1890,15811,Drawing
1995,"",American,American,The American Wing,false,false,1890,15816,Drawing
1970,"",American,American,The American Wing,false,false,1855,16009,Drawing
1936,"",American,American,The American Wing,false,false,1870,16094,Drawing
2006,"","",American,The American Wing,false,false,1815,15295,"Painting, miniature"
1992,"",American,American,The American Wing,false,false,1885,15324,Drawing
1994,"",French,"French, for American market",The American Wing,false,false,1815,15400,Soup plate
1950,"",American,American,The American Wing,false,false,1886,15427,Drawing
1982,"",American,American,The American Wing,false,false,1869,15510,Watercolor
1996,"",American,American,The American Wing,false,false,1905,15550,Sofa
1967,"",American,American,The American Wing,false,false,1930,17180,Drawing
1967,"",American,American,The American Wing,false,false,1930,17185,Drawing
1967,"","American, born Ireland",American,The American Wing,false,false,1896,17291,Drawing
1967,"",American,American,The American Wing,false,false,1902,17404,Drawing
1983,"","","",The American Wing,false,false,1860,14255,Drapery tieback
1991,"",American,American,The American Wing,true,true,1904,14282,Library table
1991,"","",British,The American Wing,false,false,1765,14376,Wall pocket
1992,Female,American,American,The American Wing,false,false,1922,14423,Drawing
1992,"",American,American,The American Wing,false,false,1890,14470,Wallpaper
1992,"",American,American,The American Wing,false,false,1888,14498,Vase
1910,"",American,American,The American Wing,false,false,1790,17546,Figure
1911,"","",American,The American Wing,false,false,1855,17666,Fire screen
1911,"","",American,The American Wing,false,false,1900,17764,Scarf
"","","","",The American Wing,false,false,1900,17904,Floorcover
2004,"",American,American,The American Wing,false,false,1933,18579,Tile
1979,"",American,American,The American Wing,false,false,1893,16555,Drawing
1953,"",American,American,The American Wing,false,false,1820,16633,Drawing
1953,"",American,American,The American Wing,false,false,1820,16636,Drawing
2008,"",American,British,The American Wing,false,false,1818,20255,Tumbler
2018,"",American,American,The American Wing,false,false,1906,20294,Vase
2018,"",American,American,The American Wing,false,false,1888,20338,Bowl
2009,"",American,American,The American Wing,false,false,1879,20465,Drawing
2010,"","",American,The American Wing,false,false,1683,20612,Cupboard
2006,"","American, born England",American,The American Wing,false,false,1843,15028,"Painting, miniature"
2000,Female,"",American,The American Wing,false,false,1833,16800,Fob tape
2001,"",American,American,The American Wing,false,false,1820,16856,Armchair
2013,Female,American,American,The American Wing,false,false,1822,16910,Sampler
1967,"",American,American,The American Wing,false,false,1930,16966,Drawing
1967,"",American,American,The American Wing,false,false,1930,17062,Drawing
1967,"",American,American,The American Wing,false,false,1915,17088,Drawing
2012,"",American,American,The American Wing,false,false,1900,21491,Chafing dish
1967,"","American, Scottish",American,The American Wing,false,false,1932,19345,Painting
2009,"","American, born England",American,The American Wing,true,true,1873,19745,Watercolor
2008,"",American,American,The American Wing,false,true,1880,19748,Vase
2018,Female,American,American,The American Wing,false,false,1878,19844,Vase
2018,"","",American,The American Wing,false,false,1917,19899,Vase
2017,"","",American,The American Wing,false,false,1923,19913,Vase
2018,"",American,American,The American Wing,false,false,1913,19924,Vase
2017,"","",American,The American Wing,false,false,1908,19959,Tile frieze
2018,"",American,American,The American Wing,false,false,1882,20005,Pitcher
2018,"",American,American,The American Wing,false,false,1892,20050,Pitcher
2002,"","",American,The American Wing,false,false,1923,17529,Photograph album
1904,"","",French,Arms and Armor,false,false,1600,21973,Close helmet
1904,"","","Turkish, in the style of Turkman armor",Arms and Armor,false,false,1600,22012,Turban helmet
1904,"","",Japanese,Arms and Armor,false,false,1600,22034,Half mask (Menpō) with gorget
1914,"","",possibly Swiss,Arms and Armor,false,false,1565,22315,Brayette
2005,"","",American,The American Wing,false,false,1903,18875,Caster
1914,"",American,American,The American Wing,false,false,1913,19225,Painting
1914,"","",Japanese,Arms and Armor,false,false,1800,22432,Pair of sleeves (Kotē)
1915,"",British,"British, London",Arms and Armor,false,false,1916,22605,Harquebusier's armor
1917,"","",Japanese,Arms and Armor,false,false,1700,22640,Drinking vessel
1917,"","",Japanese,Arms and Armor,false,false,225,22655,"Bell, probably for a horse harness"
1916,"","",American,The American Wing,false,false,1900,21679,Case
1902,"","",Indian,Arms and Armor,false,false,1900,21922,Shield (Dhàl)
1932,"","",Japanese,Arms and Armor,false,false,1800,23686,Arrowhead (<i>Yanone</i>)
1936,"","",Japanese,Arms and Armor,false,false,1900,23792,Arrowhead (<i>Yanone</i>)
1936,"","",Japanese,Arms and Armor,false,false,1900,23845,Archer's glove
1936,"","",Japanese,Arms and Armor,false,false,1900,23855,Archer's sleeve
1936,"","",Japanese,Arms and Armor,false,false,1900,23870,Banner
1933,"",German,"German, Nuremberg",Arms and Armor,true,true,1549,23944,Armor
1936,"",French,"French, Versailles",Arms and Armor,false,false,1801,23950,Double-barreled flintlock shotgun
1936,"","",Japanese,Arms and Armor,false,false,1900,23966,Quiver (Ebira) with drawer and twelve arrows
1936,"","",Japanese,Arms and Armor,false,false,1850,23989,Blade and mounting for short sword (Wakizashi)
1936,"","",Japanese,Arms and Armor,true,true,1600,24014,Helmet (<i>Zukinnari kabuto</i>)
2010,"","",American,The American Wing,false,false,1920,20634,Lamp
1932,"","",Japanese,Arms and Armor,false,false,1800,22800,Arrowhead (<i>Yanone</i>)
1923,"","",Japanese,Arms and Armor,false,false,1900,22868,Lacquer samples
1926,"","",Spanish,Arms and Armor,false,false,1655,22909,Pair of shoulder and upper arm defenses
1927,"","",Italian,Arms and Armor,false,false,1580,22976,Large elbow reinforce (Pasguard or Soprabracciale)
1928,"","","German, Saxony",Arms and Armor,false,false,1635,23041,Rapier
1929,"","",Italian,Arms and Armor,false,false,1610,23086,Armor for the tilt
1929,"",Austrian,"Austrian, Innsbruck",Arms and Armor,false,false,1520,23089,Sallet
1929,"","",Italian,Arms and Armor,false,false,1475,23102,Forearm defense (Vambrace)
1929,"","",German,Arms and Armor,false,false,1475,23145,Breastplate (<i>Kastenbrust</i>)
1929,"","",Italian,Arms and Armor,false,false,1900,23157,Gauntlet
1929,"","",Italian,Arms and Armor,false,false,1465,23169,Elbow defense (Couter)
1896,"","",Persian,Arms and Armor,false,false,1800,25033,Battle axe with sheath and stiletto
1891,"","",Sri Lankan,Arms and Armor,false,false,1800,25037,Flintlock Gun
1929,"","",German,Arms and Armor,false,false,1585,23302,Part of a rump defense
1932,"","",Japanese,Arms and Armor,false,false,1800,23431,Arrowhead (<i>Yanone</i>)
1932,"","",Japanese,Arms and Armor,false,false,1800,23435,Arrowhead (<i>Yanone</i>)
1932,"","",Japanese,Arms and Armor,false,false,1800,23444,Arrowhead (<i>Yanone</i>)
1891,"","",Japanese,Arms and Armor,false,false,1900,25699,Sword guard (Tsuba)
1891,"","",Japanese,Arms and Armor,false,false,1900,25706,Sword guard (<i>Tsuba</i>)
1936,"","",Japanese,Arms and Armor,false,false,1900,24217,Pair of sleeves (Kotē)
1936,"","",Japanese,Arms and Armor,false,false,1900,24284,Riding whip
1936,"","",Japanese,Arms and Armor,false,false,1700,24367,Blade for a short sword (Wakizashi)
1936,"","",Japanese,Arms and Armor,false,false,1600,24464,Spearhead with sheath (Magari-yari shirasaya)
1936,"","",Japanese,Arms and Armor,false,false,1900,24478,Hand cannon
1936,"","",Japanese,Arms and Armor,false,false,1900,24503,Matchlock pistol
1936,"","",Japanese,Arms and Armor,false,false,1900,24511,Primer
1936,"","",Japanese,Arms and Armor,false,false,1900,24533,Primer
1936,"","",Japanese,Arms and Armor,false,false,1900,24573,Horo and oikago
1936,"","",Japanese,Arms and Armor,false,false,1900,24610,Pair of sleeve ornaments
1936,"",Japanese,Japanese,Arms and Armor,false,false,1900,24629,Blade and mounting for a long sword (<i>Katana</i>)
1904,"","","Italian, Brescia",Arms and Armor,false,false,1620,25130,Stylet with primer and key
1904,"","",Spanish,Arms and Armor,false,false,1600,25149,Poignard
1943,"",Japanese,Japanese,Arms and Armor,false,false,1900,25241,Knife handle (Kozuka)
1943,"","",Japanese,Arms and Armor,false,false,1829,25287,Knife handle (Kozuka)
1943,"","",Japanese,Arms and Armor,false,false,1900,25309,Knife handle (Kozuka)
1904,"","",German,Arms and Armor,false,false,1575,25416,Burgonet
1904,"","",Spanish,Arms and Armor,false,false,1425,25433,Badge or harness pendant
1936,"","",Japanese,Arms and Armor,false,false,1799,24058,Helmet bowl
1936,"","",Japanese,Arms and Armor,false,false,1900,24082,War hat (jingasa)
1936,"","",Japanese,Arms and Armor,false,false,1900,24177,Half mask (Menpō) with mail gorget
1946,"","",Japanese,Arms and Armor,false,false,1799,26362,Sword guard (Tsuba)
1946,"","",Japanese,Arms and Armor,false,false,1825,26385,Sword guard (Tsuba)
1914,"","",Anglo-Flemish,Arms and Armor,false,false,1545,26457,Front half of a tournament helm
1914,"","","Probably Austrian, Innsbruck",Arms and Armor,false,false,1585,26509,Closed burgonet
1929,"","",German,Arms and Armor,false,false,1625,26516,Comb morion
2000,"","",Subeixi or Scythian,Arms and Armor,false,false,-200,26565,Scale armor
1998,"","",Eastern Central Asia,Arms and Armor,false,true,25,26566,Short sword (Duan jian)
1914,"","",possibly Flemish,Arms and Armor,false,false,1700,26674,Halberd
1914,"","",German,Arms and Armor,false,false,1570,26685,Halberd
1917,"","",Japanese,Arms and Armor,false,false,1200,22699,Saddle (Kura)
1917,"","",Japanese,Arms and Armor,false,false,1900,22701,Sword pommel
1917,"","",Japanese,Arms and Armor,false,false,400,22708,Cuirass (Tankō)
1922,"","",French,Arms and Armor,false,false,1575,22770,Buffe
1929,"",Italian,"Italian, probably Milan",Arms and Armor,false,false,1540,22782,Left shoulder defense (Pauldron)
1945,"",Japanese,Japanese,Arms and Armor,false,false,1675,24722,Set of sword fittings (Mitokoromono)
1945,"",Japanese,Japanese,Arms and Armor,false,false,1800,24775,Knife handle (Kozuka)
1953,"","",German,Arms and Armor,false,false,1500,24828,Backplate
1984,"","","Bohemian, probably Prague",Arms and Armor,false,true,1439,24901,Ceremonial arrowhead
1989,"",French,"French, Paris",Arms and Armor,false,false,1880,24936,Breech-loading rimfire cartridge pistol with case and accessories
1881,"","",North African,Arms and Armor,false,false,1799,24990,Sword with scabbard
1891,"","",Japanese,Arms and Armor,false,false,1900,25772,Sword guard (Tsuba)
1904,"","",Japanese,Arms and Armor,false,false,1900,25806,Sword guard (<i>Tsuba</i>)
1913,"","",Japanese,Arms and Armor,false,false,1600,25824,Helmet (hachi)
1914,"","",Swiss,Arms and Armor,false,false,1505,25838,Guisarme
1914,"","",French,Arms and Armor,false,false,1725,25850,Partisan
1914,"","",Italian,Arms and Armor,false,false,1545,25857,Korseke
1943,"","",Japanese,Arms and Armor,false,false,1799,25963,Sword guard (Tsuba)
1943,"","",Japanese,Arms and Armor,false,false,1900,26007,Sword-hilt collar and pommel (Fuchigashira)
1936,"","",Japanese,Arms and Armor,false,false,1900,26081,Sword-hilt collar and pommel (Fuchigashira)
1936,"","",Japanese,Arms and Armor,false,false,1900,26119,Knife handle (Kozuka)
1943,"","",Japanese,Arms and Armor,false,false,1900,28461,Sword guard (Tsuba)
1943,"","",Japanese,Arms and Armor,false,false,1900,28474,Sword guard (Tsuba)
1943,"","",Japanese,Arms and Armor,false,false,1900,28501,Sword guard (Tsuba)
1943,"","",Japanese,Arms and Armor,false,false,1900,28530,Sword guard (Tsuba)
1943,"","",Japanese,Arms and Armor,false,false,1900,28589,Sword guard (Tsuba)
1914,"","",French,Arms and Armor,false,false,1775,26943,Banner
1919,"","",Spanish,Arms and Armor,false,false,1850,26951,Banner
1914,"","",Spanish,Arms and Armor,false,false,1800,27043,Spontoon
1914,"","",Spanish,Arms and Armor,false,false,1500,27076,Lance point
1914,"","",German,Arms and Armor,false,false,1600,27117,Lobster-tail burgonet
1914,"","",German,Arms and Armor,false,false,1925,27119,Bascinet
1991,"","","British, London",Arms and Armor,false,false,1748,27135,Smallsword
1914,"","",French,Arms and Armor,false,false,1600,27153,Morion
1989,"",French,"French, Paris",Arms and Armor,false,false,1856,27165,Cased pair of percussion pistols with accessories
1988,"","",Japanese,Arms and Armor,false,false,1600,27166,Hair dressing tool (Kogai)
1914,"","",Italian,Arms and Armor,false,false,1600,27215,Shield
1914,"","",Italian,Arms and Armor,false,false,1914,27217,Shield
1914,"","",British,Arms and Armor,false,false,1900,27232,Pistol Shield
1914,"","",Swiss,Arms and Armor,false,false,1500,27251,Shield (Pavise)
1914,"","",probably Italian,Arms and Armor,false,false,1900,27328,Stirrup
1938,"","",Japanese,Arms and Armor,false,false,1800,29443,Pair of sword-grip ornaments (Menuki)
1914,"","",German,Arms and Armor,false,false,1600,27420,Rapier
1914,"","",Swiss,Arms and Armor,false,false,1550,27427,Hand-and-a-half sword
1914,"","",German,Arms and Armor,false,false,1700,27430,Broadsword
1914,"","",Italian,Arms and Armor,false,false,1700,27448,Rapier
1953,"","",Japanese,Arms and Armor,false,false,1800,27501,Sword-grip ornament (Menuki)
1954,"","",German,Arms and Armor,false,false,1550,27521,Halberd
